sample_id,fold,pdl_true,pdl_hat,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127
1254,0,0.21446311,0.012410894,-4.481974,-3.1389122,-4.487821,-4.023316,-9.262023,-6.1658325,6.2554398,-5.134505,-1.6923898,-6.02498,6.6461926,11.681885,8.639648,-1.6764121,1.0347126,-5.018337,1.6950595,5.014261,0.69139,3.6426136,-0.8419535,-8.575897,0.35027236,1.9149132,7.3683376,-3.0079536,-8.906715,2.5697553,-1.3132843,3.3042195,2.3575423,-8.629662,5.369413,-8.841078,12.017267,7.518046,2.916546,6.640777,-6.6615777,-3.1084406,-0.2984219,-0.07233475,-5.8299227,-4.430993,0.74213773,-0.4547472,-3.354946,-0.17957257,-2.9253898,-6.5490813,-2.0553682,2.5580251,1.3185703,-1.5876025,11.17826,-1.382924,-3.7942543,0.8331095,2.9743254,6.3552995,6.449101,-11.39957,8.6418295,-6.9449606,9.947033,-7.0333614,6.5774465,3.596039,-0.37142634,-1.9516407,3.76445,-0.32722694,-1.4545726,-5.201194,5.9269357,-1.1434093,4.914551,-2.4184875,2.994288,8.518971,-0.8889563,1.8903375,-5.190645,1.7305527,-4.1764393,2.220456,-3.5813377,3.0823522,-4.11112,6.6398215,5.2557535,2.2982953,0.69984055,-3.9291403,-5.426149,-2.2350628,-10.657551,-0.5578652,2.5017953,-7.7308216,0.96159863,-3.3367317,-4.4520984,3.3094578,4.5812154,-2.1961718,-3.7130303,9.2547245,6.3196034,4.7678127,-5.8651624,-3.0350688,-5.370478,13.671161,-5.5135417,3.434005,-6.7388425,-2.2766151,-0.2348668,-4.1002183,-4.6484947,-3.6305885,-0.7926062,6.3282895,-3.981661,-2.944234,-5.7346168,-2.7936382
1255,0,0.25113222,0.013523512,-5.298523,-2.5693018,-4.2940273,-4.848211,-8.995843,-6.2285175,6.56161,-5.839074,-1.7596555,-5.2702675,7.741423,12.473207,9.217566,-2.0278857,0.53509074,-5.192595,1.55455,5.384092,0.8950957,4.565665,-1.2274463,-8.211578,0.48602602,1.9782667,8.193691,-3.083327,-9.384678,1.9422165,-1.5381339,3.325692,3.0496104,-8.311384,6.2878647,-9.897738,11.650855,7.4939933,3.0196385,7.3446493,-7.404463,-2.4493032,-0.2201739,0.13414437,-5.505328,-4.18395,1.1290514,-0.5526648,-3.4603379,-0.87146574,-3.1273925,-7.0044484,-1.968367,2.9136333,1.5253426,-1.0970805,11.207228,-0.9172129,-3.5324981,1.0644834,3.3969107,6.6716514,7.570533,-11.349601,9.052147,-6.8464193,10.343229,-7.6439314,6.3658304,3.646107,-0.6080948,-1.7496762,3.7838461,-1.0720365,-1.3669232,-5.1442056,6.2654667,-1.3883493,5.425963,-3.1818123,3.5292335,8.76489,-1.6505877,1.4910003,-5.5739584,1.7118186,-4.258264,2.1961057,-2.9943075,3.59591,-3.4440563,6.859004,5.9119334,2.903874,0.31079048,-4.1427155,-5.9913235,-1.2813865,-10.851534,0.08276376,1.4416432,-8.317043,1.3677953,-2.7018032,-4.8971896,2.8656406,4.694675,-2.2252939,-3.9091904,9.711271,6.7083077,4.844815,-6.2091637,-3.6670918,-6.739386,14.425684,-5.901637,3.1774542,-7.665819,-3.2867744,-0.5810295,-4.514335,-5.966665,-4.677019,-1.2627246,6.3087397,-4.0938683,-3.0955062,-6.23974,-2.772503
1256,0,0.279328,0.04178665,-4.68058,-2.2152324,-4.4261036,-4.6618075,-9.178312,-5.807358,7.000677,-4.878921,-1.9616016,-5.6836095,6.930495,11.1126,8.522304,-1.4129213,0.83437294,-4.4194727,1.9155942,4.7766743,1.4434555,4.122438,-0.99880016,-7.8660073,-0.047197133,1.7898012,6.761382,-3.2053642,-9.191012,1.752524,-1.2361042,2.889444,2.570751,-7.932805,5.6150494,-8.984489,11.418846,7.9336596,2.5803404,6.3531632,-7.090503,-3.903648,-0.1598,0.5796443,-5.691968,-3.7084067,1.4125181,-1.4020681,-3.91176,-0.27244362,-3.0936522,-7.166996,-1.4283935,2.5828402,1.1576654,-1.1095601,10.731397,-0.8495494,-3.4763112,0.36425647,2.8211067,6.1320543,6.720373,-10.61084,8.915461,-6.9237146,9.497152,-7.049188,6.4361463,3.2312825,-0.41162127,-1.001471,4.227365,-0.78962594,-1.2793077,-5.253356,5.491685,-0.66369,4.669371,-2.6584294,2.7007642,8.206082,-1.0741348,3.1721835,-5.1705136,0.9535545,-3.4288275,1.8121156,-2.8434646,3.5393777,-4.3309183,5.5923405,4.9313107,1.8696396,0.5879599,-3.2858617,-5.5011964,-1.6861515,-10.453545,0.2503185,1.7719611,-7.2486663,1.2109566,-3.3055594,-4.1321797,3.1431983,4.4654756,-2.1688356,-4.0980363,8.440004,6.39712,5.142385,-5.951112,-2.9080858,-5.79517,13.688797,-5.0420585,3.4227178,-7.196499,-2.3666737,-1.3374476,-4.423883,-5.3639984,-4.015509,-0.33995482,5.903865,-3.7075536,-3.3691335,-5.9892406,-2.7861896
1258,0,0.32607743,0.049146995,-3.7628882,-1.9474616,-4.4044695,-4.7883105,-7.9576306,-5.1669683,7.064292,-4.0644593,-2.9899814,-5.276746,5.893156,9.646226,7.437311,-0.9498172,1.0155613,-3.5242038,1.6334802,4.6288195,1.4598236,4.2496376,-1.0004746,-6.759338,-0.34802282,1.4167539,6.1550875,-3.2609859,-9.070397,1.046407,-1.3199222,2.4605322,2.2849066,-6.749893,5.122604,-7.9075055,9.913545,7.6086783,2.483462,5.380359,-6.7558928,-4.3627534,-0.44297847,1.0173504,-5.0808086,-2.7326734,1.6254025,-1.9185296,-4.066229,0.06816058,-2.4602978,-7.154771,-1.3566493,2.0085647,1.1988698,-0.9455884,9.527578,-0.93821335,-3.3909676,-0.29546094,2.7717319,5.9219627,6.4333124,-9.3101845,8.583026,-6.8144994,8.188419,-6.180679,6.1344934,2.0458257,-0.5039485,-0.3529999,4.8125296,-1.2981575,-1.03191,-5.0148907,4.761834,-0.013494125,4.2966957,-2.2073853,2.3701625,6.5983996,-0.94368124,4.4653788,-4.1063743,0.5710684,-2.6380603,1.590775,-1.8533694,3.0563307,-4.244449,4.1576858,4.275904,1.0453591,-0.02746791,-2.776409,-5.2519712,-1.0138012,-9.135883,0.7019774,1.576265,-6.5652947,1.1555213,-3.1785367,-3.3531153,2.4971967,4.189627,-1.7921051,-3.9556587,6.9985895,5.991945,5.013193,-5.6755123,-2.1004968,-5.579902,12.138235,-4.2939296,3.1362362,-6.73627,-2.5780678,-1.7978307,-4.1408634,-5.1687036,-4.2168202,0.3814259,5.0488696,-2.7683015,-3.0792217,-5.7666974,-2.9407854
1259,0,0.35003653,0.06873421,-3.8018749,-1.0431947,-4.668835,-5.4361334,-8.839831,-4.472299,6.919135,-3.5129242,-2.9549844,-5.2857647,7.0914755,9.688002,8.663407,-1.4015903,1.0701971,-4.576423,2.4443476,4.6480827,2.3537626,4.7214675,-1.496951,-7.5407805,0.024071867,1.0112273,5.998595,-3.7252438,-9.305927,1.057111,-1.2516721,2.4916568,2.590383,-6.275723,5.4740334,-9.75595,10.120324,7.892387,2.8389623,5.497967,-6.5667315,-4.284056,-0.38827705,1.7476293,-4.0225167,-3.050486,1.733572,-3.15926,-3.711761,-0.61668974,-2.9327824,-7.709626,-0.09475224,1.7734346,1.7237643,-0.44028682,9.998505,-0.034012854,-4.529656,-1.00719,2.7647197,6.4844036,5.775657,-9.265449,8.697453,-6.7779307,9.162116,-7.502693,6.4472528,1.2810352,0.26369086,0.4107876,4.636157,-1.4099414,-1.5831593,-4.0539827,5.5685444,0.069476925,4.2285776,-2.6217096,2.1813905,7.5397468,-0.7611153,4.98294,-4.89227,0.34653184,-2.161557,0.7704524,-0.8861535,3.543087,-4.6811533,3.4623446,4.610158,2.5459201,0.028607082,-2.3639374,-5.3117447,-1.4544175,-10.0337515,1.5837287,0.5899979,-7.137542,0.87422675,-3.2262216,-4.5105,2.1281228,4.0202866,-1.6639838,-5.1484637,7.70291,6.714047,4.8331375,-6.9652004,-3.7942312,-6.107352,12.503046,-4.132425,3.7391648,-8.165093,-2.0503104,-2.9602642,-5.0541887,-5.8904023,-4.153537,0.22358035,5.687404,-3.2035303,-4.201523,-5.856277,-2.7831433
1445,0,0.0,0.004026398,-5.404471,-5.1843724,-4.599306,-3.8276536,-10.925862,-6.283968,5.5713644,-5.764147,-1.6108966,-6.727548,9.153701,13.582435,10.809446,-3.8307896,1.2748954,-6.8929405,2.3243766,5.8930893,0.17534088,3.8506246,-1.4333807,-10.170785,2.403168,2.7587004,8.9437,-3.0615559,-8.614254,3.584212,-1.4268588,4.833842,2.660182,-9.75803,6.2194467,-10.676108,13.720058,5.326228,3.8606923,6.9641747,-6.612192,-0.68633777,-0.59965676,-0.9048585,-4.4455047,-6.503876,0.040038217,-0.23968971,-2.3874223,-1.4934262,-3.0420218,-5.742764,-2.4881399,2.9888468,1.3488592,-2.648391,11.511765,-1.2182184,-5.8733625,1.7976211,3.7785442,6.512234,5.4304,-12.028618,8.107744,-6.690789,12.433923,-8.816494,7.184406,3.871944,1.2749202,-2.9504948,1.7168344,-0.42321622,-2.3993802,-4.230988,7.5106773,-2.449576,4.8115506,-3.3081872,3.481478,10.228497,-1.8638953,-0.6898107,-7.478788,1.9387535,-5.145727,2.1205187,-3.705291,2.982026,-5.3065524,7.7887983,6.1402016,5.4501586,0.9306043,-4.9690237,-4.7226105,-3.4542642,-12.649943,-0.92481184,1.9096295,-8.958067,0.36667395,-2.64238,-6.9214697,3.2006216,3.64582,-1.199096,-3.8559916,11.002293,7.4444737,4.3959236,-7.041796,-5.886414,-6.143065,14.577747,-6.5621223,4.084642,-7.202947,-1.6871587,-0.28992143,-4.576238,-5.083029,-4.315726,-2.7023895,7.233467,-5.610123,-4.0060387,-5.4053783,-2.378828
1446,0,0.04426589,0.0025112405,-5.521332,-4.3271365,-4.6459875,-4.1547956,-10.483809,-6.4461765,5.7702794,-6.035723,-1.4420892,-6.447071,8.610346,13.349701,10.537527,-3.2485328,0.8180136,-6.498057,2.1484513,5.725945,0.32178617,4.251739,-1.3448524,-9.6891985,1.9618919,2.414655,8.687177,-2.9962718,-8.7152605,3.43809,-1.1982554,4.1922855,2.7964976,-9.418092,6.266327,-10.558556,13.595047,6.2505116,3.748782,7.3275666,-6.6963816,-1.197833,-0.58034015,-0.6711595,-5.0379386,-6.052268,0.06700834,-0.15024185,-2.888594,-1.452849,-3.1301954,-6.3558297,-2.2156274,2.7578442,1.3542695,-1.8347057,11.692448,-1.0562102,-5.161023,1.7533456,3.542415,6.661893,6.2306294,-12.231681,8.4648485,-6.697687,11.92614,-8.623769,6.8812437,4.087214,0.6945026,-2.9516084,2.4686635,-0.39087862,-1.9684864,-4.33517,7.382281,-1.9935222,5.4000435,-3.414269,3.5962422,10.181171,-1.5936261,-0.071309306,-6.9013605,1.9728987,-4.9455237,2.1625037,-3.5668197,3.2696688,-4.644627,7.720692,6.171753,4.994807,0.7315159,-4.710055,-5.244764,-3.071123,-12.170459,-0.7101856,1.8909372,-9.172673,0.6323116,-2.6297143,-6.6828046,3.1015534,4.1511846,-1.7257165,-4.220892,11.032077,7.3098993,4.3535285,-7.0794764,-5.220465,-6.304161,14.867084,-6.397773,3.7635653,-7.378676,-2.2130573,-0.20763636,-4.4944096,-5.0663986,-4.2260895,-2.4977357,7.356427,-5.2092633,-3.6480718,-5.7855783,-2.3443184
1447,0,0.094959825,0.006960213,-6.1926355,-4.1703124,-4.7063117,-4.6070952,-9.698257,-7.3988724,6.5627494,-6.743086,-1.7929865,-6.133835,8.560013,14.184034,10.235486,-2.441516,0.47440183,-6.2354574,1.8639578,6.181717,0.37030053,4.843953,-1.6801553,-9.449006,1.0939264,2.3259206,9.38988,-2.945568,-9.135667,2.704289,-1.2780229,4.068592,3.6552536,-10.021494,6.8028903,-10.494846,13.724264,7.414579,3.6774414,7.745907,-7.4509363,-1.300536,-0.6149943,-0.61270875,-5.561408,-5.5408163,1.113192,0.59976673,-3.6624832,-1.5239573,-3.3666072,-6.432987,-2.3368678,2.7675416,1.6679091,-1.5604249,11.788895,-1.0631055,-4.098167,1.6399937,3.3678396,7.1699967,7.7539506,-12.6207905,9.541188,-6.982959,12.069629,-7.897773,7.060116,4.5689893,-0.1338686,-3.2015483,2.748634,-1.1093318,-1.3189528,-5.4401712,7.2096615,-1.4533525,6.0806537,-3.9883475,3.9075844,9.941372,-1.9822721,0.4557537,-6.726803,2.317027,-5.0222435,2.4060323,-3.7381063,3.1558192,-3.6349761,8.234215,6.2181735,4.687506,0.08318137,-4.849269,-6.3413854,-2.3485684,-11.825822,-0.14927717,1.7122341,-9.250302,0.997247,-2.485008,-6.0642047,2.9551737,4.5009484,-1.8125142,-4.112409,11.415769,7.3001633,4.313461,-6.927904,-4.5215244,-6.9115467,15.4098425,-7.0271206,3.1670353,-7.919023,-2.9351943,0.28091586,-4.274425,-5.881139,-5.200041,-2.6224923,6.3812838,-5.1663113,-3.788423,-6.595052,-2.279631
1448,0,0.16406135,0.024240434,-5.540511,-3.326776,-4.5124664,-4.76983,-9.854326,-6.543889,6.7134204,-5.8923445,-1.6046027,-5.995017,8.362209,12.859049,9.88204,-2.2465012,0.7137851,-5.6090813,2.1667027,5.412732,1.1671958,4.4110823,-1.3360147,-9.1505375,0.8059257,2.2909808,8.077256,-2.915379,-9.408892,2.448974,-1.1135472,3.63829,3.407203,-9.026777,6.3625517,-10.104168,12.758474,7.68071,3.107316,7.1259675,-7.052499,-2.4898174,-0.17333762,0.100168146,-5.314541,-4.914164,1.4707369,-0.506896,-3.3319166,-1.2862986,-3.7320287,-6.4866567,-1.6156024,3.039905,1.4631855,-1.7220553,11.362882,-0.4284838,-3.9997525,1.0422295,2.957898,6.634611,6.916072,-11.459937,8.869389,-6.662913,11.141445,-8.166337,7.0147448,3.8829298,0.03283473,-1.9493245,2.850703,-0.9955656,-1.8126892,-4.902117,6.516599,-1.4530485,4.9801683,-3.5721233,3.3038538,9.559027,-1.8902351,1.0833801,-6.747289,1.5933285,-4.184068,1.9496423,-3.1867456,3.1769714,-4.101697,6.6422663,5.5767045,3.7857606,0.79873705,-4.030366,-5.819941,-2.1512952,-11.546167,0.3394238,1.5243336,-8.321731,1.1282816,-3.0943851,-5.443948,3.3202631,4.4452477,-1.7186977,-4.177292,10.262704,7.1334615,4.7366066,-6.449131,-4.4706225,-6.2085667,14.922869,-6.1451383,3.3727632,-7.556517,-2.293569,-0.4359858,-4.7287626,-5.9136715,-4.494891,-1.6889892,6.1053977,-5.012413,-3.87218,-6.376171,-2.537794
1449,0,0.22878014,0.032597005,-4.60935,-2.7542598,-4.0746856,-4.60648,-8.930595,-6.0472035,6.8259645,-5.301643,-1.789812,-5.4929686,7.2675285,11.798054,8.70012,-1.3821883,0.7520147,-4.804522,1.7401347,4.968729,1.2824883,4.1270895,-1.3024604,-8.507799,0.075044066,1.9747447,7.3353734,-2.8457115,-9.302466,1.6679244,-1.3336501,3.2624516,3.2784967,-8.341483,5.773865,-8.921303,11.30776,7.835674,2.6844666,6.4141273,-6.746825,-3.138344,-0.1292616,0.3284324,-5.4640546,-3.9829803,1.9391128,-0.7191694,-3.5053706,-0.7409332,-3.5204217,-6.343066,-1.548971,3.0152776,1.5405236,-1.6544981,10.475808,-0.66611344,-3.2461545,0.6934947,2.568433,6.1095066,6.7715487,-10.471969,8.613001,-6.6469555,9.83161,-6.911261,6.659465,3.2919152,-0.3830239,-1.3058208,3.3208544,-1.2100282,-1.490004,-5.080332,5.743585,-0.9282499,4.659526,-3.0935779,2.9775224,8.358197,-1.6311473,1.966555,-5.683078,1.4979374,-3.785458,1.8239788,-3.0349386,2.8768184,-3.6161,5.7165112,4.8711643,2.2581122,0.6328738,-3.627355,-5.7531996,-1.5537747,-10.247468,0.4926907,1.4794053,-7.2385144,1.3742347,-3.2534878,-4.164188,3.2165859,4.3921924,-1.7775047,-3.5681927,9.142988,6.389803,4.6604686,-5.5612946,-3.361974,-5.777578,13.794183,-5.526721,2.9774053,-7.0632772,-2.2887447,-0.5123273,-4.4315467,-5.5939894,-4.2878027,-0.8388925,5.378714,-4.209465,-3.5686874,-6.230139,-2.6587338
1450,0,0.29788166,0.051763043,-5.569696,-2.2532759,-4.451977,-5.069055,-9.125532,-6.0475235,7.4293246,-5.3580017,-1.8362454,-5.3970737,8.449648,12.282919,9.337517,-1.5457106,0.6182455,-5.3714557,2.2355812,5.0308137,1.8098016,4.5596724,-1.5960052,-8.239324,-0.11075601,2.5139694,7.291439,-2.9320261,-9.352511,1.3526145,-1.1138709,3.1387572,3.829772,-8.249982,6.515649,-9.880394,11.722497,8.216635,2.8638904,6.5393763,-7.344597,-3.15241,0.2794573,0.6719167,-5.1221185,-3.883534,2.5813107,-0.9860239,-3.5477495,-1.1084166,-3.9194148,-6.621922,-1.1242081,3.2180586,1.2882663,-1.3221085,11.01836,-0.013016782,-3.3070023,0.33819115,2.6782534,6.4547195,7.2036986,-10.679603,9.347454,-6.40322,10.681607,-7.863764,6.777105,3.53199,-0.21829328,-0.8834888,3.0024803,-1.185452,-1.5411698,-5.1470118,5.372438,-1.1337788,4.691175,-4.033507,3.033984,8.960511,-2.029748,2.2691855,-6.392433,1.0357349,-3.3081512,1.7793128,-2.4144297,3.565687,-4.16999,5.483704,5.3606696,3.1932821,0.50689244,-3.5806797,-6.033986,-1.3956352,-11.035658,1.094634,0.9426079,-7.222752,1.4988389,-2.9018714,-4.7388973,3.3703136,4.522787,-1.5704116,-4.437854,9.583005,7.1363487,4.9234285,-6.0197897,-4.184529,-6.308966,14.670033,-5.6949425,3.0647197,-8.252518,-2.3619928,-1.2047677,-4.7881474,-6.7158756,-4.7981987,-1.4369822,5.135745,-4.8986025,-4.1532135,-6.548999,-2.5516443
1451,0,0.3617239,0.058640257,-5.294203,-2.27426,-4.1211147,-5.43185,-8.414154,-6.3140554,7.6419168,-5.7212973,-2.2779,-4.866089,7.6442213,12.656754,8.647379,-0.981399,0.3091939,-5.1445894,2.189269,5.479685,1.8484502,5.217056,-1.6882541,-8.263326,-0.6500087,2.2539372,8.000378,-2.9980843,-9.7246895,0.5865844,-1.6866816,3.1034105,4.2576103,-8.260077,6.86709,-9.707211,11.356188,8.6334715,2.764744,6.7550297,-7.4815993,-3.2196352,0.34920576,0.46575692,-5.4836297,-3.054828,3.0353086,-0.10881186,-4.3886304,-1.0050147,-4.3721704,-6.6469116,-1.4492306,2.947232,1.5023224,-0.8203093,10.494645,-0.7192722,-2.189381,0.1200682,2.4763582,6.7318144,8.493348,-10.3639555,10.395718,-6.4704866,10.752435,-6.492967,6.789975,3.586927,-0.9931929,-1.1219405,3.2078884,-1.8057129,-0.68815297,-6.070079,5.077156,-0.43327188,5.2912526,-3.6903358,3.362251,8.134571,-2.1324975,2.9453115,-5.5382814,1.6035328,-3.5634708,2.475876,-2.3478138,3.6061294,-3.2924063,5.6184115,5.0333123,2.4947612,-0.5514245,-3.9017158,-6.6706624,-0.3851658,-9.569601,1.2588654,0.7794719,-7.272186,2.1436532,-2.2678425,-3.7910988,3.068632,5.1618204,-1.3504394,-3.9014385,9.59804,6.933534,4.5463715,-5.7434454,-3.292005,-6.5110803,14.723245,-5.6622143,2.5964935,-8.670806,-3.1835022,-0.585505,-4.112102,-6.706107,-5.3870115,-1.2097493,4.3349724,-4.6511297,-3.9407887,-7.0183783,-2.5376797
1452,0,0.42103726,0.07205428,-4.3717537,-1.572851,-3.8561268,-5.3608193,-7.9727497,-5.100213,8.077178,-4.533551,-2.4436476,-4.741411,7.3562565,11.130222,7.9421763,-0.39458224,0.42211354,-4.4028797,1.8644344,4.396264,2.1272376,4.588583,-1.6860254,-7.727464,-1.0471542,2.296737,6.5322356,-2.9353204,-9.574624,-0.3075145,-1.5026695,2.6960807,3.9280343,-7.2982965,6.020437,-8.754132,9.793375,8.401853,2.6115186,5.4174933,-6.9538846,-4.120588,0.21930967,1.1838129,-5.4764075,-2.5461798,3.634675,-1.4044747,-3.9090102,-0.5711956,-3.800788,-6.6640687,-1.1479795,3.4294205,1.3949497,-0.96915287,9.721968,-0.2825826,-2.0417135,-0.093948476,2.198111,6.041282,7.5141873,-9.082969,9.467768,-6.620969,9.2146845,-6.168646,6.564939,2.5723476,-0.52828836,0.14332138,3.4806693,-1.7514586,-0.9942687,-5.3164377,4.1955714,-0.16733629,4.6141615,-3.7287831,2.8247619,7.230029,-1.9306293,3.8075576,-5.0469375,0.96219045,-2.8078532,1.6770107,-1.8532279,3.3610933,-3.6015837,3.714362,4.5462193,1.1616998,-0.15866448,-3.0454955,-6.3964715,-0.19139896,-9.323059,1.4596121,0.44000596,-5.794231,2.2126658,-2.9820573,-3.0205376,3.2394757,4.6411066,-1.1933385,-3.8788393,8.3822775,6.662675,4.8910637,-4.8576336,-2.899138,-6.2935557,13.556849,-4.957667,2.5563636,-8.226843,-2.790556,-1.7254796,-4.5310736,-6.873395,-5.113893,-0.39771387,4.014538,-4.125817,-4.191086,-6.6785097,-2.6709087
1453,0,0.47859752,0.0665365,-4.444234,-1.558034,-4.286656,-6.086621,-6.6988397,-5.63965,7.5022964,-5.120264,-2.8360906,-3.3288903,7.571023,12.527079,7.4066434,0.16313663,0.47651994,-5.5623727,2.28508,4.7728844,1.9477818,5.442335,-2.5471897,-8.066272,-1.7833822,2.7892096,7.5560555,-3.3138525,-10.1425,-1.7594448,-2.0370123,2.5170112,4.075297,-6.853921,7.0957184,-9.593156,8.427374,8.252064,3.4985032,6.0182495,-7.680062,-2.9904134,0.63463575,1.2080699,-5.6898,-1.5895606,4.3769403,-0.34024668,-3.969119,-0.5768471,-3.9643989,-6.828784,-1.8866502,3.544001,2.0988295,-0.5037644,10.939204,-0.55561024,-1.0483352,-0.7932693,2.711352,7.6307497,8.973264,-8.988497,11.0177555,-6.8369036,10.028692,-5.817008,5.982255,2.6910956,-1.5395969,-0.5274941,3.2566502,-1.8369669,-0.65988,-6.231746,4.0059156,-0.7915309,5.435932,-4.100714,3.487488,7.1580386,-1.891936,3.5851088,-4.7385674,1.9116793,-3.5779464,2.850146,-2.0023901,4.202023,-2.8880143,4.1689067,4.9636817,1.5565102,-1.4625938,-3.7606847,-7.2196136,2.2484899,-8.600008,1.2380776,0.14567482,-6.0612907,3.540651,-2.0384386,-2.94619,3.2144074,5.5420094,-1.1905159,-3.4464629,9.845686,7.254028,4.4361863,-4.8878946,-2.998677,-7.645772,13.746837,-5.2513933,1.9181706,-9.4513445,-4.29272,-1.5818671,-4.228582,-7.931336,-6.494825,-0.6786545,2.8979616,-4.7719517,-4.071263,-7.4038796,-3.3466525
355,1,0.0,0.24795482,5.386765,4.7137275,-1.5075555,-2.7429054,6.443712,-25.18724,6.9379644,-4.328517,11.113504,-17.359789,12.216743,-0.1242104,-3.0628545,10.89504,4.506472,11.618289,-20.971775,17.36996,11.154129,11.818022,3.5620313,-1.2360802,13.897678,12.190294,-5.122141,-2.2444172,5.19507,-11.99521,-13.7284975,-25.680182,6.3186154,-10.061127,4.4982452,20.970814,3.2553174,11.080928,-0.7116021,7.191606,-30.742428,8.481887,27.666792,-11.535661,-1.044168,-5.501339,-19.679817,4.6182685,24.91908,-11.690871,-5.020839,21.768345,7.803717,-10.375913,-5.5455585,-15.054155,-20.462975,4.620064,0.75778425,-9.579909,-24.49925,4.1088114,-10.891119,15.537531,-5.8393416,-6.318878,3.3084133,17.191866,4.328314,3.0747805,4.4590373,10.889095,-30.189598,2.1316786,-10.38395,14.628849,37.42627,-3.0960946,9.131738,-4.861612,16.679403,-8.491609,11.308689,-10.125498,-25.427109,-18.547636,-1.4791888,-1.4051459,9.279354,-9.133778,17.913683,7.965646,4.86127,-9.066007,6.778475,-4.2345953,26.077389,-5.5199566,-25.70023,-14.611538,-3.9184108,9.860811,-16.706615,-10.7388315,3.4651463,-7.9611354,11.533591,-1.8881502,35.58486,1.3917986,-5.587894,-12.914931,-12.666916,-12.181686,11.874924,10.337708,-15.640061,-0.5335387,-25.1714,-7.2192507,-3.6959019,-18.967754,-2.1630533,13.168391,-21.987318,-18.025158,18.340134,-13.354704,-14.608122,0.21365663
357,1,0.06073726,0.23760197,5.4828014,4.6324525,-0.8248136,-2.3151667,6.279564,-21.601654,5.3739986,-3.7496214,9.833471,-14.7965,9.934612,-0.34883398,-2.6655507,9.941991,4.4225163,10.735445,-19.33715,14.897166,9.887488,11.220935,4.268747,-1.3122649,12.759564,10.228195,-4.3180175,-1.4200265,3.2199953,-11.2695675,-11.856418,-22.801628,6.1517673,-8.850478,3.987726,19.480028,3.6415615,10.411001,-0.4215944,6.86044,-27.036547,8.35258,24.23113,-10.14223,-1.9607087,-4.399538,-18.139225,2.3462923,21.923716,-10.822944,-4.3001018,19.721678,7.3594794,-9.112551,-5.015705,-13.435474,-17.528622,4.6694946,0.0002892064,-8.553809,-21.869905,3.9825969,-9.715884,14.349568,-5.742772,-5.899269,2.934844,14.799684,3.1845145,3.3193183,4.693408,9.454762,-26.38868,2.1138148,-8.104787,12.269103,33.4242,-1.8369966,8.817358,-5.3094177,15.589292,-7.415543,10.240105,-8.831462,-22.507341,-16.174313,-1.1560439,-0.99791414,7.6074147,-8.233064,16.045887,7.155818,3.4000528,-8.505273,6.9644666,-3.1910775,23.467253,-4.8192406,-22.175255,-10.859165,-2.7814655,8.4381,-14.796249,-9.684146,2.8796506,-6.986458,10.174392,-2.5131726,32.022854,0.6672377,-4.781119,-10.881567,-11.744075,-11.423016,10.92899,9.294557,-13.367862,-1.1861494,-23.07814,-5.8646636,-3.3092504,-16.152967,-2.206927,11.599765,-19.697838,-15.194441,15.925023,-11.847056,-12.941239,-0.055549957
