geo_sample_id,title,source_name,organism,geo_accession,char_study_sample_id,char_cell_line_group,char_unique_variable_name,char_cell_line_inhouse,char_cell_line,char_cell_type,char_sex,char_clinical_condition,char_donor_age,char_study_part,char_replicate_line,char_treatments,char_percent_oxygen,char_date_of_collection,char_time_of_day,char_pre_designated_time_point_udays,char_passage,char_pre_study_passages_udivisions,char_days_grown_udays,char_days_after_treatment_udays,char_days_per_passage_udays,char_cells_plated_umillioncells,char_cells_counted_with_dead_umillioncells,char_divisions_per_passage_udoublings,char_population_doublings_utotal_divisions,char_population_doubling_time_uhours_per_division,char_dneasy_batch,char_sample_plate,char_slide,char_array,char_well,supplementary_files,char_notes
GSM5435482,Methylation_HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt40,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1308,HC5_sp2_Normal_Contact_Inhibition_ox21,HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt40,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition,21,2018-10-10,15:00,40,5,NA,50.875,39.875,46.875,0.25,9.61015,5.264558949,11.39328951,213.6931148,17,WG6994408-MSA4,203774260113,R08C01,H06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435482/suppl/GSM5435482_203774260113_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435482/suppl/GSM5435482_203774260113_R08C01_Red.idat.gz,
GSM5435483,Methylation_HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt60,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1309,HC5_sp2_Normal_Contact_Inhibition_ox21,HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt60,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition,21,2018-10-30,13:00,60,5,NA,70.79166667,59.79166667,66.79166667,0.25,6.755925,4.756153312,10.88488388,337.0370749,17,WG6994416-MSA4,203769830145,R01C01,A05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435483/suppl/GSM5435483_203769830145_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435483/suppl/GSM5435483_203769830145_R01C01_Red.idat.gz,
GSM5435484,Methylation_HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt100,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1310,HC5_sp2_Normal_Contact_Inhibition_ox21,HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt100,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition,21,2018-12-11,19:00,100,5,NA,113.0416667,102.0416667,109.0416667,0.25,16.6311,6.055811688,12.18454225,432.1468592,17,WG6994408-MSA4,203774260151,R08C01,H07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435484/suppl/GSM5435484_203774260151_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435484/suppl/GSM5435484_203774260151_R08C01_Red.idat.gz,
GSM5435485,Methylation_HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt120,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1311,HC5_sp2_Normal_Contact_Inhibition_ox21,HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt120,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition,21,2018-12-30,19:00,120,5,NA,134.0416667,123.0416667,130.0416667,0.25,10.654875,5.413441763,11.54217233,576.5278611,17,WG6994409-MSA4,203774260088,R02C01,B07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435485/suppl/GSM5435485_203774260088_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435485/suppl/GSM5435485_203774260088_R02C01_Red.idat.gz,
GSM5435486,Methylation_HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt80,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1312,HC5_sp2_Normal_Contact_Inhibition_ox21,HC5_sp2_Normal_Contact_Inhibition_ox21_p5_pdt80,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition,21,2018-11-19,13:00,80,5,NA,90.79166667,79.79166667,86.79166667,0,15.16275,5.922459527,12.05119009,354.6842732,17,WG6994417-MSA4,203774260128,R01C01,A11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435486/suppl/GSM5435486_203774260128_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435486/suppl/GSM5435486_203774260128_R01C01_Red.idat.gz,
GSM5435487,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p6,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1313,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p6,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2018-11-26,15:00,NA,6,NA,96.875,0,6.083333333,0.25,5.3091,3.379898164,11.31622987,43.19656775,17,WG6994424-MSA4,203774260141,R05C01,E02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435487/suppl/GSM5435487_203774260141_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435487/suppl/GSM5435487_203774260141_R05C01_Red.idat.gz,Treatment Start
GSM5435488,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p7,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1314,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p7,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2018-12-02,16:00,NA,7,NA,102.9166667,6.0416667,6.041666667,0.25,4.83285,4.258518925,15.57474879,34.04939665,17,WG6994417-MSA4,203774260159,R04C01,D02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435488/suppl/GSM5435488_203774260159_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435488/suppl/GSM5435488_203774260159_R04C01_Red.idat.gz,
GSM5435489,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p9,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1316,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p9,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2018-12-15,10:00,NA,9,NA,115.6666667,18.7916667,5.833333333,0.25,5.0031,4.294253136,24.28584167,32.60171107,17,WG6994417-MSA4,203774260118,R07C01,G04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435489/suppl/GSM5435489_203774260118_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435489/suppl/GSM5435489_203774260118_R07C01_Red.idat.gz,
GSM5435490,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p11,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1318,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p11,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2018-12-27,13:00,NA,11,NA,127.7916667,30.9166667,5.791666667,0.25,3.5343,3.792855352,32.25342301,36.64785158,17,WG6994424-MSA4,203833030065,R01C01,A12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435490/suppl/GSM5435490_203833030065_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435490/suppl/GSM5435490_203833030065_R01C01_Red.idat.gz,
GSM5435491,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p13,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1320,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p13,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2019-01-09,11:00,NA,13,NA,140.7083333,43.8333333,6.958333333,0.25,4.90245,4.272023189,40.42655444,39.0915481,17,WG6994417-MSA4,203774260133,R02C01,B08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435491/suppl/GSM5435491_203774260133_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435491/suppl/GSM5435491_203774260133_R02C01_Red.idat.gz,
GSM5435492,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p15,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1322,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p15,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2019-01-23,14:00,NA,15,NA,154.8333333,57.9583333,7.083333333,0.5,4.01475,2.99095486,46.50734639,56.83803599,17,WG6994417-MSA4,203774260133,R06C01,F08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435492/suppl/GSM5435492_203774260133_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435492/suppl/GSM5435492_203774260133_R06C01_Red.idat.gz,
GSM5435493,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p17,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1324,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p17,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2019-02-06,14:00,NA,17,NA,168.8333333,71.9583333,7.041666667,1,2.199675,1.060047384,49.48959162,159.4268356,17,WG6994417-MSA4,203774260086,R03C01,C03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435493/suppl/GSM5435493_203774260086_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435493/suppl/GSM5435493_203774260086_R03C01_Red.idat.gz,
GSM5435494,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p20,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1327,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p20,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2019-02-27,15:00,NA,20,NA,189.875,93,7.041666667,1.5,2.8956,0.631132682,51.59554969,267.7725378,17,WG6994409-MSA4,203774260087,R04C01,D06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435494/suppl/GSM5435494_203774260087_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435494/suppl/GSM5435494_203774260087_R04C01_Red.idat.gz,
GSM5435495,Methylation_HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p22,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,1329,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21,HC5_sp2_Normal_Contact_Inhibition_Regrowth_ox21_p22,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,2,1,Contact_Inhibition_Regrowth,21,2019-03-18,14:00,NA,22,NA,208.8333333,111.9583333,10,0,1.339975,0,51.66593902,0,17,WG6994408-MSA4,203774260151,R01C01,A07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435495/suppl/GSM5435495_203774260151_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435495/suppl/GSM5435495_203774260151_R01C01_Red.idat.gz,
GSM5435496,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt0,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1333,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt0,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-03-08,18:00,0,9,NA,14.29166667,0,8.208333333,0.1,3.5148,5.135370694,14.62856019,38.36139818,18,WG6994409-MSA4,203774260087,R07C01,G06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435496/suppl/GSM5435496_203774260087_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435496/suppl/GSM5435496_203774260087_R07C01_Red.idat.gz,Treatment Start
GSM5435497,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt20,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1334,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt20,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-03-27,15:00,20,9,NA,24.95833333,10.66666666,18.875,0.1,8.5284,6.4142032,15.9073927,70.62451654,18,WG6994416-MSA4,203769830153,R02C01,B03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435497/suppl/GSM5435497_203769830153_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435497/suppl/GSM5435497_203769830153_R02C01_Red.idat.gz,
GSM5435498,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt40,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1335,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt40,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-04-17,14:00,40,9,NA,52.91666667,38.625,46.83333333,0.1,12.827,7.00303998,16.49622948,160.5017254,18,WG6994417-MSA4,203774260157,R04C01,D01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435498/suppl/GSM5435498_203774260157_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435498/suppl/GSM5435498_203774260157_R04C01_Red.idat.gz,
GSM5435499,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt60,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1336,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt60,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-05-08,16:00,60,9,NA,73.16666667,58.875,67.08333333,0.1,10.1703,6.668218426,16.16140792,241.4438006,18,WG6994416-MSA4,203784950087,R02C01,B09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435499/suppl/GSM5435499_203784950087_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435499/suppl/GSM5435499_203784950087_R02C01_Red.idat.gz,
GSM5435500,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt80,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1337,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt80,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-05-27,17:00,80,9,NA,93.20833333,78.91666666,87.125,0.1,9.8892,6.627781912,16.12097141,315.4901636,18,WG6994416-MSA4,203784950079,R03C01,C10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435500/suppl/GSM5435500_203784950079_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435500/suppl/GSM5435500_203784950079_R03C01_Red.idat.gz,
GSM5435501,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt100,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1338,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt100,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-06-17,14:00,100,9,NA,113.9166667,99.62500003,107.8333333,0.1,10.7304,6.745560047,16.23874955,383.6597675,18,WG6994424-MSA4,203774260140,R02C01,B01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435501/suppl/GSM5435501_203774260140_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435501/suppl/GSM5435501_203774260140_R02C01_Red.idat.gz,
GSM5435502,Methylation_HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt120,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1339,HC4_sp3_Normal_Contact_Inhibition_ox21,HC4_sp3_Normal_Contact_Inhibition_ox21_p9_pdt120,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Contact_Inhibition,21,2019-07-07,21:00,120,9,NA,134.375,120.0833333,128.2916667,0,10.4748,6.710778888,16.20396839,458.8141037,18,WG6994425-MSA4,203839170025,R01C01,A01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435502/suppl/GSM5435502_203839170025_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435502/suppl/GSM5435502_203839170025_R01C01_Red.idat.gz,
GSM5435503,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt0,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1343,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt0,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-03-08,18:00,0,6,NA,21.49166667,0,8.208333333,0.25,3.63903,3.863553945,18.57685478,50.98932299,18,WG6994424-MSA4,203833030069,R01C01,A10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435503/suppl/GSM5435503_203833030069_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435503/suppl/GSM5435503_203833030069_R01C01_Red.idat.gz,Treatment Start
GSM5435504,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt20,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1344,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt20,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-03-27,15:00,20,6,NA,32.15833333,10.66666666,18.875,0.25,5.025,4.329123596,19.04242444,104.6401171,18,WG6994424-MSA4,203833030064,R04C01,D07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435504/suppl/GSM5435504_203833030064_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435504/suppl/GSM5435504_203833030064_R04C01_Red.idat.gz,
GSM5435505,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt40,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1345,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt40,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-04-17,14:00,40,6,NA,60.11666667,38.625,46.83333333,0.25,9.5172,5.250537189,19.96383803,214.0733337,18,WG6994408-MSA4,203784950064,R07C01,G09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435505/suppl/GSM5435505_203784950064_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435505/suppl/GSM5435505_203784950064_R07C01_Red.idat.gz,
GSM5435506,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt60,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1346,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt60,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-05-08,16:00,60,6,NA,80.36666667,58.875,67.08333333,0.25,9.8857,5.305343126,20.01864397,303.4676479,18,WG6994408-MSA4,203784950093,R08C01,H04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435506/suppl/GSM5435506_203784950093_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435506/suppl/GSM5435506_203784950093_R08C01_Red.idat.gz,
GSM5435507,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt80,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1347,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt80,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-05-27,17:00,80,6,NA,100.4083333,78.91666663,87.125,0.25,7.8867,4.979421765,19.69272261,419.9282765,18,WG6994416-MSA4,203784950079,R05C01,E10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435507/suppl/GSM5435507_203784950079_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435507/suppl/GSM5435507_203784950079_R05C01_Red.idat.gz,
GSM5435508,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt100,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1348,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt100,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-06-17,14:00,100,6,NA,121.1166667,99.62500003,107.8333333,0.25,8.2622,5.046525983,19.75982682,512.8280341,18,WG6994409-MSA4,203784950010,R05C01,E11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435508/suppl/GSM5435508_203784950010_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435508/suppl/GSM5435508_203784950010_R05C01_Red.idat.gz,
GSM5435509,Methylation_HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt120,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1349,HC1_sp3_Normal_Contact_Inhibition_ox21,HC1_sp3_Normal_Contact_Inhibition_ox21_p6_pdt120,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,1,Contact_Inhibition,21,2019-07-07,21:00,120,6,NA,141.575,120.0833333,128.2916667,0,9.2545,5.210155047,19.92345589,590.9613002,18,WG6994408-MSA4,203784950049,R07C01,G11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435509/suppl/GSM5435509_203784950049_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435509/suppl/GSM5435509_203784950049_R07C01_Red.idat.gz,
GSM5435510,Methylation_HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt0,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1353,HC2_sp3_Normal_Contact_Inhibition_ox21,HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt0,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,1,Contact_Inhibition,21,2019-03-08,18:00,0,6,NA,22.29166667,0,8.208333333,0.25,6.4107,4.680481897,19.90649684,42.08968314,18,WG6994408-MSA4,203784950049,R08C01,H11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435510/suppl/GSM5435510_203784950049_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435510/suppl/GSM5435510_203784950049_R08C01_Red.idat.gz,Treatment Start
GSM5435511,Methylation_HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt20,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1354,HC2_sp3_Normal_Contact_Inhibition_ox21,HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt20,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,1,Contact_Inhibition,21,2019-03-27,15:00,20,6,NA,32.95833333,10.66666666,18.875,0.25,8.1576,5.028144768,20.25415971,90.09287141,18,WG6994408-MSA4,203784950064,R06C01,F09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435511/suppl/GSM5435511_203784950064_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435511/suppl/GSM5435511_203784950064_R06C01_Red.idat.gz,
GSM5435512,Methylation_HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt40,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1355,HC2_sp3_Normal_Contact_Inhibition_ox21,HC2_sp3_Normal_Contact_Inhibition_ox21_p6_pdt40,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,1,Contact_Inhibition,21,2019-04-17,14:00,40,6,NA,60.91666667,38.625,46.83333333,0.25,14.7888,5.886433088,21.11244803,190.947554,18,WG6994416-MSA4,203769830145,R03C01,C05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435512/suppl/GSM5435512_203769830145_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435512/suppl/GSM5435512_203769830145_R03C01_Red.idat.gz,
