sample_id,cell_line,passage,study_part,percent_oxygen,treatment_clean,treatment_full,pdl,percent_lifespan,clinical_condition,donor_age,cell_type,sex,days_grown,telomere_length,telomere_length_cv,mtdna_cn,rnaseq_id,methylation_basename,clock_horvath1,clock_horvath2,clock_hannum,clock_phenoage,clock_grimage,clock_dnamtl,clock_dnamsen,clock_skin,clock_dunedin,grim_adm,grim_b2m,grim_cystatin,grim_gdf15,grim_leptin,grim_pai1,grim_timp1,pdl_norm,pdl_bin,has_rna,has_met,has_telomere,has_mtdna,has_img,has_clocks,n_modalities,rna_matrix_col,met_matrix_col,fold,senescence_score,sasp_score,mito_rna_score
1453,hFB12,11.0,4,21,Control,Control_21,32.76,,Normal,18.0,Primary Human Fibroblast (breast),male,50.76,0.56,0.05,414.44,,203833040058_R02C01,48.5,20.61,-4.21,26.73,36.6,5.39,-2.52,,0.62399394,312.33,1483861.99,653479.76,397.34,27735.08,16610.24,29016.37,0.4785975164353542,mid,False,True,True,True,False,True,3,,203833040058_R02C01 beta,0.0,,,
1462,hFB12,20.0,4,21,Control,Control_21,58.05,,Normal,18.0,Primary Human Fibroblast (breast),male,120.78,,,,272.0,,,,,,,,,,,,,,,,,,0.8480642804967129,late,True,False,False,False,False,False,1,Sample_272,,0.0,-0.20104311239889094,0.09180990357932269,-0.2632155085133122
1464,hFB12,22.0,4,21,Control,Control_21,59.41,,Normal,18.0,Primary Human Fibroblast (breast),male,134.86,,,,273.0,,,,,,,,,,,,,,,,,,0.8679327976625273,late,True,False,False,False,False,False,1,Sample_273,,0.0,-0.290051860670269,0.47354771486828745,0.07272104767178278
1467,hFB12,25.0,4,21,Control,Control_21,61.23,,Normal,18.0,Primary Human Fibroblast (breast),male,155.77,,,,275.0,,,,,,,,,,,,,,,,,,0.8945215485756025,late,True,False,False,False,False,False,1,Sample_275,,0.0,-0.3094040674056234,0.2418165945803071,-0.36874448388606856
1469,hFB13,3.0,4,21,Control,Control_21,0.0,,Normal,18.0,Primary Human Fibroblast (breast),female,0.0,1.98,0.0,419.25,,203784950029_R08C01,35.04,22.71,-15.27,15.85,52.53,5.63,-2.24,,0.711314968,420.19,1525057.07,697702.48,-52.86,17223.56,31749.61,31178.48,0.0,early,False,True,True,True,False,True,3,,203784950029_R08C01 beta,1.0,,,
1470,hFB13,4.0,4,21,Control,Control_21,2.98,,Normal,18.0,Primary Human Fibroblast (breast),female,4.48,1.59,0.04,475.64,310.0,203833030066_R01C01,31.86,23.74,-12.24,9.69,49.69,5.57,-1.36,,0.603711085,396.66,1506878.84,696551.44,-71.38,16841.09,28564.73,31170.75,0.036862939139040075,early,True,True,True,True,False,True,4,Sample_310,203833030066_R01C01 beta,1.0,0.10165456233976224,0.1875654616309083,-0.17297525752866438
1471,hFB13,5.0,4,21,Control,Control_21,6.91,,Normal,18.0,Primary Human Fibroblast (breast),female,9.51,1.75,0.04,242.07,311.0,203833030069_R08C01,38.68,24.68,-11.34,13.9,51.66,5.39,-0.92,,0.69663786,394.21,1572841.27,687291.72,-47.87,24613.95,29687.82,31253.96,0.08547748639287481,early,True,True,True,True,False,True,4,Sample_311,203833030069_R08C01 beta,1.0,-0.08758356852926755,-0.04509352394424182,0.1322614607341609
1472,hFB13,6.0,4,21,Control,Control_21,12.25,,Normal,18.0,Primary Human Fibroblast (breast),female,16.5,1.2,0.01,300.85,312.0,203769830137_R03C01,42.19,22.77,-9.52,8.28,50.44,5.53,-1.9,,0.688416033,406.56,1564676.51,690087.39,26.72,25271.16,25664.33,31422.97,0.15153389411182583,early,True,True,True,True,False,True,4,Sample_312,203769830137_R03C01 beta,1.0,0.011086965174973276,-0.016547518359083736,-0.11706588446226313
1473,hFB13,7.0,4,21,Control,Control_21,17.55,,Normal,18.0,Primary Human Fibroblast (breast),female,23.56,1.56,0.0,298.62,313.0,203784950045_R07C01,43.52,23.84,-5.87,13.78,49.51,5.57,-0.83,,0.676898882,398.4,1553927.4,690293.54,-32.41,32410.75,22005.82,31514.48,0.21709549727857497,early,True,True,True,True,False,True,4,Sample_313,203784950045_R07C01 beta,1.0,0.12552835258570832,-0.05089184467233212,0.29139178117067194
1474,hFB13,8.0,4,21,Control,Control_21,22.84,,Normal,18.0,Primary Human Fibroblast (breast),female,30.49,1.31,0.02,331.25,314.0,203784950093_R02C01,43.69,17.7,-5.65,13.52,48.29,5.5,0.22,,0.650945779,395.77,1505384.19,699689.89,-142.7,28393.95,20370.02,31482.66,0.2825333993072736,early,True,True,True,True,False,True,4,Sample_314,203784950093_R02C01 beta,1.0,0.09833768710040863,-0.13611835569994182,0.4719976926004687
1475,hFB13,9.0,4,21,Control,Control_21,27.91,,Normal,18.0,Primary Human Fibroblast (breast),female,37.53,1.41,0.01,302.64,315.0,203774260131_R06C01,43.33,24.53,-1.98,11.53,46.11,5.58,0.8,,0.603107767,387.46,1472120.1,676650.87,-153.33,27726.49,16398.83,30977.11,0.34524987629886195,mid,True,True,True,True,False,True,4,Sample_315,203774260131_R06C01 beta,1.0,0.3550507415478007,0.0948033099980526,0.262074057040465
1476,hFB13,10.0,4,21,Control,Control_21,31.88,,Normal,18.0,Primary Human Fibroblast (breast),female,44.59,1.19,0.02,323.35,316.0,203784950085_R03C01,50.29,27.25,-3.76,13.56,46.33,5.47,0.71,,0.604887605,377.42,1506338.83,691171.59,-161.69,28937.33,15473.64,31568.8,0.39435922810489854,mid,True,True,True,True,False,True,4,Sample_316,203784950085_R03C01 beta,1.0,-0.1648430488167646,0.12540505069102056,0.5973807317374844
1477,hFB13,11.0,4,21,Control,Control_21,36.45,,Normal,18.0,Primary Human Fibroblast (breast),female,51.56,1.18,0.04,361.68,317.0,203774260151_R06C01,44.68,28.59,-2.75,14.93,45.79,5.5,1.51,,0.557230004,384.68,1479295.98,678173.39,-40.66,30987.0,14958.31,31404.5,0.4508906481939634,mid,True,True,True,True,False,True,4,Sample_317,203774260151_R06C01 beta,1.0,0.3161873100228785,-0.11466468248975777,0.27230070366686115
1478,hFB13,12.0,4,21,Control,Control_21,41.29,,Normal,18.0,Primary Human Fibroblast (breast),female,58.53,,,,318.0,,,,,,,,,,,,,,,,,,0.5107619990103909,mid,True,False,False,False,False,False,1,Sample_318,,1.0,0.40474808258486283,-0.15951865591366657,0.09823303264392513
1479,hFB13,13.0,4,21,Control,Control_21,46.1,,Normal,18.0,Primary Human Fibroblast (breast),female,65.49,,,,319.0,,,,,,,,,,,,,,,,,,0.570262246412667,mid,True,False,False,False,False,False,1,Sample_319,,1.0,0.09089878692483219,-0.19468807445868205,0.4347411439590919
1480,hFB13,14.0,4,21,Control,Control_21,53.15,,Normal,18.0,Primary Human Fibroblast (breast),female,76.73,,,,320.0,,,,,,,,,,,,,,,,,,0.6574715487382483,mid,True,False,False,False,False,False,1,Sample_320,,1.0,0.46782712114029523,0.004331619710247481,0.05820224006257972
1481,hFB13,15.0,4,21,Control,Control_21,58.99,,Normal,18.0,Primary Human Fibroblast (breast),female,86.61,,,,321.0,,,,,,,,,,,,,,,,,,0.7297130133597229,late,True,False,False,False,False,False,1,Sample_321,,1.0,0.805456095775295,0.2707039369937889,0.007172122775164852
1482,hFB13,16.0,4,21,Control,Control_21,62.27,,Normal,18.0,Primary Human Fibroblast (breast),female,93.53,,,,322.0,,,,,,,,,,,,,,,,,,0.7702869866402771,late,True,False,False,False,False,False,1,Sample_322,,1.0,0.46325821048645366,0.1490796992521269,0.31086458999942784
1483,hFB13,17.0,4,21,Control,Control_21,64.68,,Normal,18.0,Primary Human Fibroblast (breast),female,100.54,,,,323.0,,,,,,,,,,,,,,,,,,0.8000989609104404,late,True,False,False,False,False,False,1,Sample_323,,1.0,0.7245849722201391,0.31749195330227725,0.07555289644965257
1484,hFB13,18.0,4,21,Control,Control_21,66.69,,Normal,18.0,Primary Human Fibroblast (breast),female,107.58,,,,324.0,,,,,,,,,,,,,,,,,,0.8249628896585848,late,True,False,False,False,False,False,1,Sample_324,,1.0,0.6482125094746197,0.3126534337415109,-0.06318766673335302
1485,hFB13,19.0,4,21,Control,Control_21,68.48,,Normal,18.0,Primary Human Fibroblast (breast),female,114.75,,,,325.0,,,,,,,,,,,,,,,,,,0.847105393369619,late,True,False,False,False,False,False,1,Sample_325,,1.0,0.5523759307330816,0.2691069105740449,0.07353648724532366
1486,hFB13,20.0,4,21,Control,Control_21,69.96,,Normal,18.0,Primary Human Fibroblast (breast),female,121.58,,,,326.0,,,,,,,,,,,,,,,,,,0.8654131618010884,late,True,False,False,False,False,False,1,Sample_326,,1.0,0.5698890858833173,0.31732753873975267,-0.34531698784611037
1489,hFB13,23.0,4,21,Control,Control_21,72.77,,Normal,18.0,Primary Human Fibroblast (breast),female,142.58,,,,327.0,,,,,,,,,,,,,,,,,,0.9001731815932705,late,True,False,False,False,False,False,1,Sample_327,,1.0,0.5533757098558123,0.21145951213689493,-0.27502007998392597
1491,hFB13,25.0,4,21,Control,Control_21,74.35,,Normal,18.0,Primary Human Fibroblast (breast),female,156.57,,,,328.0,,,,,,,,,,,,,,,,,,0.9197179614052449,late,True,False,False,False,False,False,1,Sample_328,,1.0,0.839221980284993,0.9161820601749632,-0.07026270848540439
